"","...1","post_id","post_created","post_text","user_id","followers","friends","favourites","statuses","retweets","label"
"193",192,629367166429724672,"Thu Aug 06 19:03:20 +0000 2015","please a massive thank you to the kind souls who look after the orphans of the rhino horn trade insafehands htt",1013187241,84,211,251,837,1384,1
"194",193,629367052424355840,"Thu Aug 06 19:02:53 +0000 2015","scared baby elephant rapas cries saved him from drowning",1013187241,84,211,251,837,416,1
"195",194,629334836268933120,"Thu Aug 06 16:54:52 +0000 2015","its been a while river cam but you still fill me with joy",1013187241,84,211,251,837,0,1
"196",195,629333529231495168,"Thu Aug 06 16:49:40 +0000 2015","a beautiful evening for gentle walk home",1013187241,84,211,251,837,0,1
"197",196,629326763466846208,"Thu Aug 06 16:22:47 +0000 2015","yaay grantchester",1013187241,84,211,251,837,0,1
"198",197,629326613054885888,"Thu Aug 06 16:22:11 +0000 2015","i bus drivers who actually wait for elderly passengers to sit before they stadriving off they arent all so nice",1013187241,84,211,251,837,0,1
"199",198,629239054064861184,"Thu Aug 06 10:34:15 +0000 2015","rip george minder star george cole dies at",1013187241,84,211,251,837,0,1
"200",199,629192335004422144,"Thu Aug 06 07:28:37 +0000 2015","poffy will alway take time out from his hectic schedule of sleeping eating to give his buddy a quick wash",1013187241,84,211,251,837,0,1
"201",200,629036113856995328,"Wed Aug 05 21:07:51 +0000 2015","trying a new stitch bit uneven so this is my test attempt crochet",1013187241,84,211,251,837,0,1
"202",201,628977545627717632,"Wed Aug 05 17:15:07 +0000 2015","kittens found in car towed miles from swindon",1013187241,84,211,251,837,24,1
"203",202,628967940768014336,"Wed Aug 05 16:36:57 +0000 2015","how the boy in front of me who has a beard and reeks of lager has just got a child bus fare is a mystery",1013187241,84,211,251,837,0,1
"204",203,628966000839536640,"Wed Aug 05 16:29:14 +0000 2015","im now a step closer towards contracts signed and completion on the house exciting times",1013187241,84,211,251,837,0,1
"205",204,628882224167976960,"Wed Aug 05 10:56:20 +0000 2015","disgusting i hope they catch the person doing it",1013187241,84,211,251,837,0,1
"206",205,628864448221028352,"Wed Aug 05 09:45:42 +0000 2015","minions fans this patterns for you",1013187241,84,211,251,837,7,1
"207",206,628864091688464384,"Wed Aug 05 09:44:17 +0000 2015","one of my girls doing what she does best sleeping whiskerswednesday",1013187241,84,211,251,837,4,1
"208",207,628822895989530624,"Wed Aug 05 07:00:36 +0000 2015","i wish the foreign language schools in cambridge would teach students some manners too",1013187241,84,211,251,837,0,1
"209",208,628811148419317760,"Wed Aug 05 06:13:55 +0000 2015","bad nights sleep weird anxiety dreams have left me feeling anything but refreshed",1013187241,84,211,251,837,0,1
"210",209,628616128928055296,"Tue Aug 04 17:18:58 +0000 2015","fantastic first vlog very emotional beautifully filmed good luck on your epic ride",1013187241,84,211,251,837,0,1
"211",210,628609574606622720,"Tue Aug 04 16:52:56 +0000 2015","just this",1013187241,84,211,251,837,0,1
"212",211,628486122973319168,"Tue Aug 04 08:42:23 +0000 2015","and its only tuesday morning",1013187241,84,211,251,837,0,1
"213",212,628455376619503616,"Tue Aug 04 06:40:12 +0000 2015","random song popped into my head midnight train to georgia no idea why or where from",1013187241,84,211,251,837,0,1
"214",213,628448451118911488,"Tue Aug 04 06:12:41 +0000 2015","life may only seem perfect to the outside world motivationalquotes",1013187241,84,211,251,837,0,1
"215",214,628312387851042816,"Mon Aug 03 21:12:01 +0000 2015","on a serious note im so incredibly proud of all of you for your unified compassion and condemnation of animals abusers",1013187241,84,211,251,837,995,1
"216",215,628276017946361856,"Mon Aug 03 18:47:30 +0000 2015","theres nothing more delicious than coming home and taking off the work clothes",1013187241,84,211,251,837,0,1
"217",216,628245564266819584,"Mon Aug 03 16:46:29 +0000 2015","talking tv shows this afternoon brought up mention of the talking aspidistra who remembers that",1013187241,84,211,251,837,0,1
"218",217,628241769419964416,"Mon Aug 03 16:31:24 +0000 2015","appeal to identify suspects after homophobic assault on train back to london from brighton pride",1013187241,84,211,251,837,0,1
"219",218,628167236482691072,"Mon Aug 03 11:35:14 +0000 2015","retro sweets monday",1013187241,84,211,251,837,0,1
"220",219,628105223605764096,"Mon Aug 03 07:28:49 +0000 2015","makeup artist paints wonderful whimsical scenes of adorable cats on eyelids",1013187241,84,211,251,837,58,1
"221",220,628102084450238464,"Mon Aug 03 07:16:21 +0000 2015","feeling overwhelmed craft business advice time management tips",1013187241,84,211,251,837,5,1
"222",221,628101666475233280,"Mon Aug 03 07:14:41 +0000 2015","know of a catloving friend who would love to have this patch",1013187241,84,211,251,837,0,1
"223",222,628101418201841664,"Mon Aug 03 07:13:42 +0000 2015","yarnbombing has come to coronation street",1013187241,84,211,251,837,1,1
"224",223,628100534411620352,"Mon Aug 03 07:10:11 +0000 2015","monday im coming to get ya positiveaffirmations",1013187241,84,211,251,837,0,1
"225",224,627974995961102336,"Sun Aug 02 22:51:20 +0000 2015","remember this",1013187241,84,211,251,837,0,1
"226",225,627971596670644224,"Sun Aug 02 22:37:50 +0000 2015","pre mondayanxiety anxiety sucks",1013187241,84,211,251,837,0,1
"227",226,627968297418551296,"Sun Aug 02 22:24:43 +0000 2015","how wonderful",1013187241,84,211,251,837,0,1
"228",227,627864123511062528,"Sun Aug 02 15:30:46 +0000 2015","holywell river front",1013187241,84,211,251,837,0,1
"229",228,627839452388442112,"Sun Aug 02 13:52:44 +0000 2015","sunday lunch at the old ferryboat inn",1013187241,84,211,251,837,0,1
"230",229,627810113869496320,"Sun Aug 02 11:56:09 +0000 2015","rip cilla cilla black dies aged via",1013187241,84,211,251,837,0,1
"231",230,627569225289310208,"Sat Aug 01 19:58:57 +0000 2015","the bangles eternal flame",1013187241,84,211,251,837,0,1
"232",231,627564123052732416,"Sat Aug 01 19:38:41 +0000 2015","soooo sleepy and its only on a saturday night",1013187241,84,211,251,837,0,1
"233",232,627550191613288448,"Sat Aug 01 18:43:19 +0000 2015","my first crochet flower",1013187241,84,211,251,837,0,1
"234",233,627513966894448640,"Sat Aug 01 16:19:23 +0000 2015","funny how a song can transpoyou to a time and place remind you of someone causing a physical jolt changing the moment instantly",1013187241,84,211,251,837,0,1
"235",234,627499211886592000,"Sat Aug 01 15:20:45 +0000 2015","i only went in to for black buttons several balls of wool a needle felt kit later",1013187241,84,211,251,837,0,1
"236",235,627371354451517440,"Sat Aug 01 06:52:41 +0000 2015","mashed avocado on toast breakfast of champions",1013187241,84,211,251,837,0,1
"237",236,627205232699797504,"Fri Jul 31 19:52:35 +0000 2015","why protecting endangered species is one of the most important things any of us can do",1013187241,84,211,251,837,518,1
"238",237,627187720775958528,"Fri Jul 31 18:42:59 +0000 2015","this tears for fears head over heels",1013187241,84,211,251,837,0,1
"239",238,627184162156507136,"Fri Jul 31 18:28:51 +0000 2015","mum is out of surgery and seems to be fine overnight in the hospital then home tomorrow",1013187241,84,211,251,837,0,1
"240",239,627182096851804160,"Fri Jul 31 18:20:39 +0000 2015","new crochet project making red poppies to sell for the british legion first flowers ive ever made",1013187241,84,211,251,837,0,1
"241",240,627161908089647104,"Fri Jul 31 17:00:25 +0000 2015","what a vile subhuman",1013187241,84,211,251,837,0,1
"242",241,627153039649046528,"Fri Jul 31 16:25:11 +0000 2015","good to be home happy its finally friday and work is over",1013187241,84,211,251,837,0,1
"243",242,627122841251672064,"Fri Jul 31 14:25:11 +0000 2015","would you know what to do if your cat was poisoned see symptoms advice on what to do here",1013187241,84,211,251,837,50,1
"244",243,662996787658145792,"Sat Nov 07 14:15:26 +0000 2015","is depression an illness",3346224328,189,169,698,3694,0,1
"245",244,662981690067914752,"Sat Nov 07 13:15:27 +0000 2015","searching for a therapist that meets on weekends",3346224328,189,169,698,3694,0,1
"246",245,662966581736140800,"Sat Nov 07 12:15:25 +0000 2015","the ladys mental health road map mental wellness",3346224328,189,169,698,3694,0,1
"247",246,662951479091798016,"Sat Nov 07 11:15:24 +0000 2015","want your teen to practice safe sex parenting",3346224328,189,169,698,3694,0,1
"248",247,662936355161395200,"Sat Nov 07 10:15:18 +0000 2015","untreated mental illness leaves dead mentalillness",3346224328,189,169,698,3694,0,1
"249",248,662921230153027584,"Sat Nov 07 09:15:12 +0000 2015","stereotypes about teens can undermine parents",3346224328,189,169,698,3694,0,1
"250",249,662906128221741056,"Sat Nov 07 08:15:11 +0000 2015","what do you do when your loved one is in crisis",3346224328,189,169,698,3694,0,1
"251",250,662891018572931072,"Sat Nov 07 07:15:09 +0000 2015","parenting with mental illness mentalillness",3346224328,189,169,698,3694,0,1
"252",251,662875910937444352,"Sat Nov 07 06:15:07 +0000 2015","how recovery from addiction impacts the family",3346224328,189,169,698,3694,0,1
"253",252,662860812055420928,"Sat Nov 07 05:15:07 +0000 2015","heroin deaths on a surge",3346224328,189,169,698,3694,0,1
"254",253,662853363676135424,"Sat Nov 07 04:45:31 +0000 2015","how not to raise a narcissist",3346224328,189,169,698,3694,0,1
"255",254,662823166683840512,"Sat Nov 07 02:45:32 +0000 2015","top relationship deal breakers",3346224328,189,169,698,3694,0,1
"256",255,662808084906180608,"Sat Nov 07 01:45:36 +0000 2015","cbt for the winter blues",3346224328,189,169,698,3694,0,1
"257",256,662785465288892416,"Sat Nov 07 00:15:43 +0000 2015","the decisive marriage",3346224328,189,169,698,3694,0,1
"258",257,662767775132336128,"Fri Nov 06 23:05:25 +0000 2015","is mental suffering just like any other illness mentalillness",3346224328,189,169,698,3694,0,1
"259",258,662745125840375808,"Fri Nov 06 21:35:25 +0000 2015","of wounded veterans suffer from ptsd",3346224328,189,169,698,3694,0,1
"260",259,662677404247269376,"Fri Nov 06 17:06:19 +0000 2015","stressed tired and rushed family",3346224328,189,169,698,3694,0,1
"261",260,662614215618928640,"Fri Nov 06 12:55:14 +0000 2015","the client therapist relationship",3346224328,189,169,698,3694,0,1
"262",261,662589100277555200,"Fri Nov 06 11:15:26 +0000 2015","whats a traumatic birth",3346224328,189,169,698,3694,0,1
"263",262,662556331635814400,"Fri Nov 06 09:05:13 +0000 2015","a us therapist general",3346224328,189,169,698,3694,0,1
"264",263,662524933298388992,"Fri Nov 06 07:00:27 +0000 2015","is addiction a crisis in the us",3346224328,189,169,698,3694,0,1
"265",264,662499682074157056,"Fri Nov 06 05:20:07 +0000 2015","how could jewelry help prevent sexual assault",3346224328,189,169,698,3694,0,1
"266",265,662490973222649856,"Fri Nov 06 04:45:31 +0000 2015","gonorrhea becoming more resistant std",3346224328,189,169,698,3694,0,1
"267",266,662460785780760576,"Fri Nov 06 02:45:33 +0000 2015","should parents have the sex talk with their children",3346224328,189,169,698,3694,0,1
"268",267,662445716338573312,"Fri Nov 06 01:45:41 +0000 2015","subtle suicide",3346224328,189,169,698,3694,0,1
"269",268,662423081508593664,"Fri Nov 06 00:15:44 +0000 2015","does halloween traumatize children",3346224328,189,169,698,3694,0,1
"270",269,662405407856545792,"Thu Nov 05 23:05:30 +0000 2015","college students and alcohol disorders",3346224328,189,169,698,3694,0,1
"271",270,662382733847601152,"Thu Nov 05 21:35:24 +0000 2015","more white men die from suicide and substance abuse",3346224328,189,169,698,3694,0,1
"272",271,662315036241620992,"Thu Nov 05 17:06:24 +0000 2015","same sex couples and fertility benefits",3346224328,189,169,698,3694,0,1
"273",272,662251833658863616,"Thu Nov 05 12:55:15 +0000 2015","march against eating disorders in washington",3346224328,189,169,698,3694,0,1
"274",273,662226722285346816,"Thu Nov 05 11:15:28 +0000 2015","anorexic woman weighed pounds",3346224328,189,169,698,3694,0,1
"275",274,662193950472687616,"Thu Nov 05 09:05:15 +0000 2015","love a women with anxiety",3346224328,189,169,698,3694,0,1
"276",275,662162542538661888,"Thu Nov 05 07:00:27 +0000 2015","mindfulness in the workplace",3346224328,189,169,698,3694,1,1
"277",276,662137301502443520,"Thu Nov 05 05:20:09 +0000 2015","how to teach children how to selfadvocate parenting",3346224328,189,169,698,3694,0,1
"278",277,662128634514317312,"Thu Nov 05 04:45:42 +0000 2015","how can children inherit our anxiety",3346224328,189,169,698,3694,0,1
"279",278,662098425551454208,"Thu Nov 05 02:45:40 +0000 2015","children and selfesteem",3346224328,189,169,698,3694,0,1
"280",279,662083336861589504,"Thu Nov 05 01:45:43 +0000 2015","what happens when you try to prevent every suicide",3346224328,189,169,698,3694,0,1
"281",280,662060687326322688,"Thu Nov 05 00:15:43 +0000 2015","how to deal with mental health issues at work mentalhealth",3346224328,189,169,698,3694,0,1
"282",281,662043023006650368,"Wed Nov 04 23:05:31 +0000 2015","peer suppoand breaking the stigma",3346224328,189,169,698,3694,0,1
"283",282,662020343926759424,"Wed Nov 04 21:35:24 +0000 2015","teens selfharm bullying and sexting",3346224328,189,169,698,3694,0,1
"284",283,661952654478823424,"Wed Nov 04 17:06:25 +0000 2015","limit video game time to help manage adhd",3346224328,189,169,698,3694,0,1
"285",284,661889449031266304,"Wed Nov 04 12:55:16 +0000 2015","how to stop child abuse",3346224328,189,169,698,3694,0,1
"286",285,661864364287373312,"Wed Nov 04 11:15:35 +0000 2015","need a weekend counseling appointment in ct",3346224328,189,169,698,3694,0,1
"287",286,661831555044765696,"Wed Nov 04 09:05:13 +0000 2015","do you know the signs of child neglect",3346224328,189,169,698,3694,0,1
"288",287,661800191054520320,"Wed Nov 04 07:00:35 +0000 2015","love a person with mental illness mentalillness",3346224328,189,169,698,3694,0,1
"289",288,661774905411813376,"Wed Nov 04 05:20:07 +0000 2015","messages to those with mental illness worldwide mentalillness",3346224328,189,169,698,3694,0,1
"290",289,661766222510444544,"Wed Nov 04 04:45:37 +0000 2015","how do you accept your emotions acceptance",3346224328,189,169,698,3694,0,1
"291",290,661736021101555712,"Wed Nov 04 02:45:36 +0000 2015","need a therapist that accepts husky insurance in ct",3346224328,189,169,698,3694,0,1
"292",291,661720972999966720,"Wed Nov 04 01:45:48 +0000 2015","what are some side effects of antidepressants",3346224328,189,169,698,3694,0,1
"293",292,661698309837426688,"Wed Nov 04 00:15:45 +0000 2015","think your sadness may be depression",3346224328,189,169,698,3694,0,1
"294",293,661680638970449920,"Tue Nov 03 23:05:32 +0000 2015","mental health and academic life mentalhealth",3346224328,189,169,698,3694,0,1
"295",294,661657954098245632,"Tue Nov 03 21:35:23 +0000 2015","when it comes to stress do women have it worse",3346224328,189,169,698,3694,0,1
"296",295,661590224686997504,"Tue Nov 03 17:06:15 +0000 2015","poor parenting and children behavior problems",3346224328,189,169,698,3694,0,1
"297",296,661527051548127232,"Tue Nov 03 12:55:14 +0000 2015","dating sites connected to std increase",3346224328,189,169,698,3694,0,1
"298",297,661501965579382784,"Tue Nov 03 11:15:33 +0000 2015","searching for a counselor that meets on weekends",3346224328,189,169,698,3694,0,1
